BrowseAuthor,BrowseTitle,PublicationYear,CallNumber,TotalItemLifetimeCircCount,TotalItemYTDCircCount,,Call No. Color Code
"Lawson, Jenny, 1973- author.",Broken (in the best possible way),2021,070.92 LAW,10,1,,
"Weiner, Eric, 1963- author.",The Socrates express : in search of life lessons from dead philosophers,2020,100 WEI,10,1,,
"Suzuki, Wendy, author.",Good anxiety : harnessing the power of the most misunderstood emotion,2021,152.46 SUZ,10,1,,
"Kaufman, Scott Barry, 1979- author.",Transcend : the new science of self-actualization,2020,158 KAU,10,1,,
"Greene, Robert, author.","The daily laws : 366 meditations on power, seduction, mastery, strategy, and human nature",2021,158.1 GRE,10,1,,
"Epstein, Mark, 1953- author.",The Zen of therapy : uncovering a hidden kindness in life,2022,294.3 EPS,10,1,,
"Walter, Barbara F., author.",How civil wars start : and how to stop them,2022,303.6 WAL,10,1,,
"Goodall, Jane, 1934- author.",The book of hope : a survival guide for trying times,2021,304.2 GOO,10,1,,
"Dunn, Jancee, author.",How not to hate your husband after kids,2017,306.872 DUN,10,1,,
"Marshall, Tim, 1959- author.",The power of geography : ten maps that reveal the future of our world,2021,320.12 MAR,10,1,,
"Farrow, Ronan, 1987- author.","Catch and kill : lies, spies, and a conspiracy to protect predators",2019,331.4133 FAR,10,1,,
"Karabell, Zachary, author.",Inside money : Brown Brothers Harriman and the American way of power,2021,332.1 KAR,10,1,,
"Kirkland, Carla, author.",Praxis Core,2020,370.76 PRA DUM,10,1,,
"Wohlleben, Peter, 1964- author.","The secret wisdom of nature : trees, animals, and the extraordinary balance of all living things : stories from science and observation",2019,508 WOH,10,1,,
"Weinstein, Mobee, author.",The complete book of ferns : indoors -- outdoors -- growing -- crafting -- history & lore,2019,587 WEI,10,1,,
,HESI comprehensive review for the NCLEX-PN examination,2021,610.73 NCLEX-PN ELS,10,1,,
"Mlodinow, Leonard, 1954- author.",Elastic : flexible thinking in a time of change,2018,612.8 MLO,10,1,,
"Brock, Sean, author.",South : essential recipes and new explorations,2019,641.5975 BRO,10,1,,
"Pfalzer, Laurie, author.",Simple fruit,2020,641.64 PFA,10,1,,
"Theiss, Eric, author.",Lovin' your air fryer : 110 fast & easy recipes for mornin to late-night munchin,2022,641.77 THE,10,1,,
"Barr, Luke, author.","Ritz & Escoffier : the hotelier, the chef, and the rise of the leisure class",2018,647.94 BAR,10,1,,
"Behr, Gregg, author.","When you wonder, you're learning : Mister Rogers' enduring lessons for raising creative, curious, caring kids",2021,649.1 BEH,10,1,,
"Natterson, Cara, 1970- author.",Decoding boys : new science behind the subtle art of raising sons,2020,649.12 NAT,10,1,,
"Tweedy, Jeff, 1967- author.",How to write one song,2020,782.42 TWE,10,1,,
"Wickersham, Seth, author.",It's better to be feared : the New England Patriots dynasty and the pursuit of greatness,2021,796.332 WIC,10,1,,
"Krauthammer, Charles, 1950-2018.",The point of it all : a lifetime of great loves and endeavors,2018,814.6 KRA,10,1,,
,Texas.,2018,917.64 LON,10,1,,
"Bracelin, Jason, author.","Fodor'sTravel. Las Vegas, 2020",2020,917.9313 FOD,10,1,,
"Dugard, Martin, author.",Taking Paris : the epic battle for the city of lights,2021,940.5421 DUG,10,1,,
"Frieda, Leonie author.",Francis I : the maker of modern France,2018,944.028 FRI,10,1,,
"Whitlock, Craig, author.",The Afghanistan papers : a secret history of the war,2021,958.104 WHI,10,1,,
"Hill, Mike, 1953- author.",Funny business : the legendary life and political satire of Art Buchwald,2022,"BIOG BUCHWALD,A HIL",10,1,,
"Page, Susan, author.",The matriarch : Barbara Bush and the making of an American dynasty,2019,"BIOG BUSH,B PAG",10,1,,
"Trethewey, Rachel, author.",The Churchill sisters : the extraordinary lives of Winston and Clementine's daughters,2021,BIOG CHURCHILL TRE,10,1,,
"Rasenberger, Jim , author.",Revolver : Sam Colt and the six-shooter that changed America,2020,"BIOG COLT,S RAS",10,1,,
"Ford, Ashley C., author.",Somebody's daughter : a memoir,2021,"BIOG FORD,A FOR",10,1,,
"Glenconner, Anne, author.",Lady in waiting : my extraordinary life in the shadow of the Crown,2020,"BIOG GLENCONNER,A GLE",10,1,,
"Harford, Tim, 1973- author.",The data detective : ten easy rules to make sense of statistics,2021,001.4 HAR,10,0,,
"Withee, Rosemarie, author.",Microsoft SharePoint,2019,004.682 MS SHAREPOINT DUM,10,0,,
"McGrath, Mike, 1956- author.",C++ programming in easy steps,2017,005.133 C++ MCG,10,0,,
"Rathbone, Andy, author.",Windows 10 for dummies,2018,005.446 MS WINDOWS 10 DUM,10,0,,
"Malone, Thomas W., author.",Superminds : the surprising power of people and computers thinking together,2018,006.3 MAL,10,0,,
"Nixon, Robin, 1961- author.","Learning PHP, MySQL & JavaScript, [2018] : with jQuery, CSS & HTML5",2018,006.76 PHP MYSQL JAVASCRIPT NIX,10,0,,
"Johnson, Bruce, author.",Professional Visual Studio 2017,2018,006.78 MICROSOFT VISUAL STUDIO 2017 WRO,10,0,,
"Pirro, Jeanine, author.","Liars, leakers, and liberals : the case against the anti-Trump conspiracy",2018,070.44 PIR,10,0,,
"Gorton, Stephanie, 1984- author.","Citizen reporters : S. S. McClure, Ida Tarbell, and the magazine that rewrote America",2020,071.3 GOR,10,0,,
"Eason, Cassandra, author.",A little bit of palmistry : an introduction to palm reading,2018,133.6 EAS,10,0,,
"Clark, Alicia H., author.","Hack your anxiety : using the surprising power of anxiety in love, life, and work",2018,152.46 CLA,10,0,,
"Wilcox, Christina S, author.",Take care of your type : an enneagram guide to self-care,2020,155.2 WIL,10,0,,
"Baldoni, Justin, 1984- author.",Man enough : undefining my masculinity,2021,155.3 BAL,10,0,,
BarabaÌ,The formula : the universal laws of success,2018,158 BAR,10,0,,
"Gifford, Kathie Lee, 1953- author.",It's never too late : make the next act of your life the best act of your life,2020,158.1 GIF,10,0,,
"Headon, Abbie, author.",The power of yes : positive and practical advice to help you live life to the full,2018,158.1 HEA,10,0,,
"Napper, Paul, author.","The power of agency : the 7 principles to conquer obstacles, make effective decisions, and create a life on your own terms",2019,158.1 NAP,10,0,,
"Raposo, Jacqueline, author.","The me, without : a year exploring habit, healing, and happiness",2019,158.1 RAP,10,0,,
"Sarkis, Stephanie, author.",Gaslighting : recognize manipulative and emotionally abusive people-and break free,2018,158.2 SAR,10,0,,
"Colonna, Jerry, author.",Reboot : leadership and the art of growing up,2019,158.4 COL,10,0,,
"Cheng, Eugenia, author.",The art of logic in an illogical world,2018,160 CHE,10,0,,
"Lamott, Anne, author.",Almost everything : notes on hope,2018,170.44 LAM,10,0,,
"Scalia, Antonin, author.",On faith : lessons from an American believer,2019,277.3 SCA,10,0,,
"Perino, Dana, author.",Everything will be okay : life lessons for young women (from a former young woman),2021,305.242 PER,10,0,,
"Druckerman, Pamela, author.",There are no grown-ups : a midlife coming-of-age story,2018,305.2442 DRU,10,0,,
"Somers, Suzanne, 1946- author.",A new way to age : the most cutting edge advances in antiaging,2020,305.26 SOM,10,0,,
,The feminism book,2019,305.42 FEM,10,0,,
"Markovits, Daniel, 1969- author.","The Meritocracy trap : how America's foundational myth feeds inequality, dismantles the middle class, and devours the elite",2019,305.5 MAR,10,0,,
"Kite, Lexie, author.","More than a body : your body is an instrument, not an ornament",2020,306.4 KIT,10,0,,
"Savage, Michael, 1942- author.",Stop mass hysteria : America's insanity from the Salem witch trials to the Trump witch hunt,2018,320.0973 SAV,10,0,,
"Albright, Madeleine Korbel, author.",Fascism : a warning,2018,320.533 ALB,10,0,,
"Stanley, Jason, author.",How fascism works : the politics of us and them,2018,321.94 STA,10,0,,
"Masur, Kate, author.","Until justice be done : America's first civil rights movement, from the revolution to reconstruction",2021,323.1196 MAS,10,0,,
"Saunt, Claudio, author.",Unworthy republic : the dispossession of Native Americans and the road to Indian territory,2020,323.1197 SAU,10,0,,
"Stevens, Stuart, author.",It was all a lie : how the Republican Party became Donald Trump,2020,324.2734 STE,10,0,,
"Keyssar, Alexander, author.",Why do we still have the electoral college?,2020,324.63 KEY,10,0,,
"Bender, Michael C., author.","Frankly, we did win this election : the inside story of how Trump lost",2021,324.973 BEN,10,0,,
"Yergin, Daniel, author.","The new map : energy, climate, and the clash of nations",2020,333.79 YER,10,0,,
"Wessel, David, author.",Only the rich can play : how Washington works in the new Gilded Age,2021,338.8 WES,10,0,,
"Sunstein, Cass R., author.",Liars : falsehoods and free speech in an age of deception,2021,342.08 SUN,10,0,,
"Charles, Patrick J. (Historian), author.",Armed in America : a history of gun rights from colonial militias to concealed carry,2018,344.73 CHA,10,0,,
"Snyder, Rachel Louise, author.",No visible bruises : what we don't know about domestic violence can kill us,2019,362.82 SNY,10,0,,
"Comey, James B., Jr., 1960- author.","Saving justice : truth, transparency, and trust",2021,363.25 COM,10,0,,
"Jensen, Billy, author.",Chase darkness with me : how one true-crime writer started solving murders,2019,363.25 JEN,10,0,,
"Sanger, David E, author.","The perfect weapon : war, sabotage, and fear in the cyber age",2018,363.325 SAN,10,0,,
,"Unspeakable acts : true tales of crime, murder, deceit, and obsession",2020,364.15 UNS,10,0,,
"Glatt, John, author.","The perfect father : the true story of Chris Watts, his all-American family, and a shocking murder",2020,364.1523 GLA,10,0,,
"Wood, Cutter, author.",Love and death in the Sunshine State : the story of a crime,2018,364.1523 WOO,10,0,,
"Damp, Dennis V., author.",Post Office jobs : the ultimate 473 postal exam study guide and job finder,2018,383.4973 DAM,10,0,,
"Evans, SiaÌ‚n, author.",Maiden voyages : magnificent ocean liners and the women who traveled and worked aboard them,2021,387.2 EVA,10,0,,
"Cline, Elizabeth L., author.",The conscious closet : the revolutionary guide to looking good while doing good,2019,391 CLI,10,0,,
"Gordon-Reed, Annette, author.",On Juneteenth,2021,394.263 GOR,10,0,,
"Dolnick, Edward, 1952- author.",The writing of the gods : the race to decode the Rosetta Stone,2021,493 DOL,10,0,,
"Stewart, Ian, 1945- author.",Do dice play God? : the mathematics of uncertainty,2019,519.2 STE,10,0,,
"Cham, Jorge, author.",Frequently asked questions about the universe,2021,523.1 CHA,10,0,,
"Hooper, Dan, 1976- author.",At the edge of time : exploring the mysteries of our universe's first seconds,2019,523.1 HOO,10,0,,
"Lightman, Alan P., 1948-",Searching for stars on an island in Maine,2017,523.1 LIG,10,0,,
"Knoll, Andrew H., author.",A brief history of Earth : four billion years in eight chapters,2021,525 KNO,10,0,,
"Carroll, Sean M., 1966- author.",Something deeply hidden : quantum worlds and the emergence of spacetime,2019,530.12 CAR,10,0,,
"Smolin, Lee, 1955- author.",Einstein's unfinished revolution : the search for what lies beyond the quantum,2019,530.12 SMO,10,0,,
"Padilla, Antonio, 1975- author.",Fantastic numbers and where to find them : a cosmic quest from zero to infinity,2022,530.15 PAD,10,0,,
"Tedesco, M., 1971- author.",The hidden life of ice : dispatches from a disappearing world,2020,551.31 TED,10,0,,
"Webb, Amy, 1974- author.",The genesis machine : our quest to rewrite life in the age of synthetic biology,2022,572.8 WEB,10,0,,
"Dawson, Paul L., 1954- author.","Did you just eat that? : two scientists explore double-dipping, the five-second rule, and other food myths in the lab",2019,579 DAW,10,0,,
"Godfrey-Smith, Peter, author.",Metazoa : animal life and the birth of the mind,2020,590 GOD,10,0,,
"Hynes, Thomas, author.",Wild city : a brief history of New York City in 40 animals,2020,591 HYN,10,0,,
"Slaght, Jonathan C., author.",Owls of the eastern ice : a quest to find and save the world's largest owl,2020,598.97 SLA,10,0,,
"Rakel, David, author.",The compassionate connection : the healing power of empathy and mindful listening,2018,610.19 RAK,10,0,,
"Jasanoff, Alan, author.","The biological mind : how brain, body, and environment collaborate to make us who we are",2018,612.8233 JAS,10,0,,
"Gittleman, Ann Louise, author.",Radical metabolism : a powerful plan to blast fat and reignite your energy in just 21 days,2018,613 GIT,10,0,,
"Koslo, Jennifer, author.","DASH for weight loss : an easy-to-follow plan for losing weight, increasing energy, and lowering blood pressure",2019,613.25 KOS,10,0,,
"Patterson, James, 1947- autho.",ER nurses : ten stories from America's greatest unsung heroes,2021,616 PAT,10,0,,
"Menolascino, Mark, author.",Heart solution for women : a proven program to prevent and reverse heart disease,2019,616.12 MEN,10,0,,
"Moran, Diana, author.","Beating osteoporosis : the facts, the treatments, the exercises",2019,616.716 MOR,10,0,,
"Bredesen, Dale E., author.",The end of Alzheimer's program : the first protocol to enhance cognition and reverse decline at any age,2020,616.831 BRE,10,0,,
"Mikovits, Judy, author.",Plague of corruption : restoring faith in the promise of science,2020,616.9 MIK,10,0,,
"Laar, Arnold van de, author.",Under the knife : a history of surgery in 28 remarkable operations,2018,617 LAA,10,0,,
"Day, Leslie, 1945- author.",Honeybee hotel : the Waldorf Astoria's rooftop garden and the heart of NYC,2018,638.1 DAY,10,0,,
"Ali, Laila, author.",Food for life : delicious & healthy comfort food from my table to yours!,2018,641.5 ALI,10,0,,
,Better homes & gardens new cook book.,2018,641.5 BET,10,0,,
"Horowitz, Will, author",Salt smoke time : homesteading and heritage techniques for the modern kitchen,2019,641.5 HOR,10,0,,
"Ibrahim, Mareya.",Eat Like You Give a Fork: the real dish on eating to thrive,2019,641.5 IBR,10,0,,
"Weinstein, Bruce, 1960- author.",The kitchen shortcut bible : more than 200 recipes to make real food fast,2018,641.5 WEI,10,0,,
,You suck at cooking : the absurdly practical guide to sucking slightly less at making food.,2019,641.512 YOU,10,0,,
"Drummond, Ree, author.","The pioneer woman cooks : dinnertime : comfort classics, freezer food, 16-minute meals, and other delicious ways to solve supper!",2015,641.54 DRU,10,0,,
"Hussain, Nadiya, author.",Time to eat : delicious meals for busy lives,2020,641.555 HUS,10,0,,
"Salzman, Pamela, author.",Pamela Salzman's quicker than quick : 140 crave-worthy recipes for healthy comfort foods in 30 minutes or less,2020,641.555 SAL,10,0,,
"Smolyansky, Julie, author.","The kefir cookbook : an ancient healing beverage for modern life, recipes from my family table and around the world",2018,641.5637 SMO,10,0,,
"Lemke, Lisa, 1981- author.",The winter table : fireside feasts for family and friends,2017,641.564 LEM,10,0,,
,Christmas with Southern Living 2021 : inspired ideas for holiday cooking & decorating.,2021,641.5686 CHR,10,0,,
"Hanel, Marnie, author.",The campout cookbook : inspired recipes for cooking around the fire and under the stars,2018,641.578 HAN,10,0,,
"Morin, FrÃ©dÃ©ric, 1975- author.",Joe Beef : surviving the apocalypse : another cookbook of sorts,2018,641.5921 MOR,10,0,,
"Phillips, Carolyn J., author.",At the Chinese table : a memoir with recipes,2021,641.5951 PHI,10,0,,
"Murad, Noor, author.","Ottolenghi test kitchen shelf love : recipes to unlock the secrets of your pantry, fridge, and freezer",2021,641.5956 MUR,10,0,,
"Zitelman, Amy, author.",The tahini table : go beyond hummus with 100 recipes for every meal,2020,641.5956 ZIT,10,0,,
"Cash, John Carter, author.",The Cash and Carter family cookbook : recipes and recollections from Johnny and June's table,2018,641.5975 CAS,10,0,,
"Raichlen, Steven, author.","The brisket chronicles : how to barbecue, braise, smoke, and cure the world's most epic cut of meat",2019,641.662 RAI,10,0,,
